158721_AJTA01000049	25203	26639	ala|gly	k1	158721_AJTA01000049_26_fwd
169431_KE150449	1555709	1557106	ala	k2	169431_KE150449_1438_rev
169453_JH930438	1898260	1899648	val	k3	169453_JH930438_1781_fwd
169453_JH930438	1912679	1914112	ser	k3	169453_JH930438_1787_fwd
169453_JH930438	1915580	1917019	ala	k3	169453_JH930438_1787_fwd
169453_JH930438	1922056	1923459	gly	k3	169453_JH930438_1789_fwd
169453_JH930438	1925203	1926495	cys	k3	169453_JH930438_1789_fwd
169453_JH930438	1932188	1933576	asn	k3	169453_JH930438_1792_fwd
169453_JH930438	1978904	1980103	cys	k4	169453_JH930438_1822_rev
169453_JH930438	3879866	3881335	ser	k5	169453_JH930438_3615_rev
169454_JH930419	1244833	1246302	ser	k6	169454_JH930419_1124_fwd
169455_JH930422	2086686	2088074	val	k7	169455_JH930422_1947_fwd
169455_JH930422	2101105	2102538	ser	k7	169455_JH930422_1953_fwd
169455_JH930422	2104006	2105445	ala	k7	169455_JH930422_1953_fwd
169455_JH930422	2110482	2111885	gly	k7	169455_JH930422_1955_fwd
169455_JH930422	2113629	2114921	cys	k7	169455_JH930422_1955_fwd
169455_JH930422	2120614	2122002	asn	k7	169455_JH930422_1958_fwd
169455_JH930422	2167549	2168748	cys	k8	169455_JH930422_1986_rev
169455_JH930422	4068324	4069793	ser	k9	169455_JH930422_3778_rev
169456_JH930428	786276	787745	ser	k10	169456_JH930428_721_fwd
169458_KE150457	1793451	1794833	ala	k11	169458_KE150457_1666_fwd
169459_KE340302	841652	843166	ala	k12	169459_KE340302_664_rev
169460_KE340299	1148460	1149854	ala	k13	169460_KE340299_1035_fwd
169467_JH815533	3113874	3115079	cys	k14	169467_JH815533_2796_fwd
169485_KE150467	44618	46045	ala|gly	k15	169485_KE150467_27_rev
169487_KE150468	79030	80421	ala	k16	169487_KE150468_29_rev
169487_KE150468	138683	140113	ser	k17	169487_KE150468_82_fwd
169487_KE150468	1026407	1027882	ala	k18	169487_KE150468_738_rev
169487_KE150472	61524	63062	lys	k19	169487_KE150472_56_rev
169487_KE150472	1220961	1222463	asn	k20	169487_KE150472_1050_fwd
169487_KE150472	2746257	2747846	val	k21	169487_KE150472_2395_fwd
169487_KE150472	2750450	2751934	ser	k21	169487_KE150472_2396_fwd
169487_KE150472	2757358	2758851	thr	k21	169487_KE150472_2399_fwd
169487_KE150475	107525	108970	ala	k22	169487_KE150475_101_rev
169487_KE150475	122541	123713	cys	k22	169487_KE150475_113_fwd
169487_KE150475	141972	143324	thr	k23	169487_KE150475_123_fwd
169487_KE150475	145098	146480	cys	k23	169487_KE150475_123_fwd
169488_KE150480	1695870	1697348	dhb|sal	k24	169488_KE150480_1333_rev
169489_KE332518	2267850	2269316	hpg|hpg2cl	k25	169489_KE332518_2043_fwd
169492_KE332515	1247904	1249382	ala	k26	169492_KE332515_1131_rev
170040_NZ_AJZR01000049	71371	72840	dhb|sal	k27	170040_NZ_AJZR01000049_50_rev
170346_KE150486	398906	400441	ala	k28	170346_KE150486_349_rev
170347_KE150491	249779	251248	dhb|sal	k29	170347_KE150491_208_rev
170349_KE340297	746688	747233	thr	k30	170349_KE340297_686_fwd
170349_KE340297	758876	760297	ala	k30	170349_KE340297_695_rev
170349_KE340297	1949229	1950641	d-cys	k31	170349_KE340297_1835_fwd
170349_KE340297	1956407	1957729	cys	k31	170349_KE340297_1838_fwd
170349_KE340297	1960502	1961797	cys	k31	170349_KE340297_1838_fwd
170350_KB905466	1759696	1761174	ala	k32	170350_KB905466_1384_fwd
170350_KB905466	2727214	2728737	dhb|sal	k33	170350_KB905466_2037_rev
170352_KB905472	999313	1000842	dhb|sal	k34	170352_KB905472_819_rev
170352_KB905472	2911793	2913271	ala	k35	170352_KB905472_2451_rev
170352_KB905473	245991	247502	ala	k36	170352_KB905473_204_fwd
18057_AP009240	700789	702237	ser	k37	18057_AP009240_638_fwd
18155_AAXA02000005	46597	48033	ala	k38	18155_AAXA02000005_46_fwd
18157_DS264384	34193	35629	dhb|sal	k39	18157_DS264384_32_rev
18159_DS264271	226479	227945	ala	k40	18159_DS264271_219_rev
18159_DS264283	84784	86217	dhb|sal	k41	18159_DS264283_61_fwd
18161_DS996351	235294	236574	cys	k42	18161_DS996351_207_rev
18161_DS996351	246230	247636	cys	k42	18161_DS996351_209_rev
18161_DS996351	256001	257215	cys	k42	18161_DS996351_210_rev
18163_AAVM02000008	128180	129658	ala	k43	18163_AAVM02000008_113_rev
18165_DS480679	136062	137459	d-cys	k44	18165_DS480679_110_rev
18165_DS480679	141511	142914	cys	k44	18165_DS480679_113_rev
18165_DS480679	144634	145962	cys	k44	18165_DS480679_113_rev
18165_DS480679	154369	155535	cys	k44	18165_DS480679_118_rev
18165_DS480717	431	1858	ile	k45	18165_DS480717_1_fwd
18169_DS483518	157360	158805	ala	k46	18169_DS483518_172_fwd
18173_AAXG02000055	30820	32262	dhb|sal	k47	18173_AAXG02000055_30_rev
18175_DS499687	44454	45893	ile	k48	18175_DS499687_42_fwd
18175_DS499699	31798	33189	ala	k49	18175_DS499699_34_fwd
18175_DS499699	34879	36258	ala	k49	18175_DS499699_34_fwd
18177_ACEP01000029	55362	56603	cys	k50	18177_ACEP01000029_41_fwd
18177_ACEP01000029	62128	63549	d-cys	k50	18177_ACEP01000029_43_fwd
18177_ACEP01000091	3829	5346	ala	k51	18177_ACEP01000091_5_rev
18181_GG704769	2166571	2167989	ala	k52	18181_GG704769_2043_fwd
18187_DS483526	53297	54838	ala	k53	18187_DS483526_38_fwd
18193_DS264527	27392	28906	ala	k54	18193_DS264527_26_fwd
18195_DS362248	301220	302650	ala	k55	18195_DS362248_201_fwd
18203_DS483502	40974	42374	ala	k56	18203_DS483502_32_rev
18211_DS480320	39718	41148	dhb|sal	k57	18211_DS480320_31_rev
18211_DS480323	123935	125401	ala	k58	18211_DS480323_113_fwd
18213_DS499735	150783	152027	d-cys	k59	18213_DS499735_147_rev
18213_DS499735	153907	155352	cys	k59	18213_DS499735_148_rev
18213_DS499735	157092	158534	dhb|sal	k59	18213_DS499735_150_rev
18921_DS499516	15333	16793	ala	k60	18921_DS499516_15_fwd
18923_DS480349	105745	107154	ala	k61	18923_DS480349_74_fwd
18923_DS480349	108853	110253	ala	k61	18923_DS480349_74_fwd
18979_AP008937	79196	80617	ala	k62	18979_AP008937_66_rev
19011_AP007281	288534	289952	ala	k63	19011_AP007281_261_rev
19053_AP009378	589143	590615	ser	k64	19053_AP009378_518_fwd
19053_AP009378	1941918	1943117	cys	k65	19053_AP009378_1812_fwd
19659_DS544183	253038	254510	ala	k66	19659_DS544183_286_rev
197004_ATFK01000005	88935	90359	phe	k67	197004_ATFK01000005_78_fwd
197004_ATFK01000005	93868	95292	ser	k67	197004_ATFK01000005_80_fwd
197004_ATFK01000006	75948	77375	ala|gly	k68	197004_ATFK01000006_64_fwd
19859_DS499669	62925	64403	ala	k69	19859_DS499669_45_fwd
19921_GG697985	380451	381842	ala|gly	k70	19921_GG697985_393_fwd
19921_GG697986	436235	437686	ala	k71	19921_GG697986_422_rev
19921_GG697986	708963	710375	ile	k72	19921_GG697986_652_fwd
19921_GG697986	712038	713498	trp	k72	19921_GG697986_652_fwd
19921_GG697986	775997	777370	ala	k73	19921_GG697986_699_rev
19923_ACCK01000328	5	586	ala	k74	none
20523_ABJL02000007	933225	934748	dhb|sal	k75	20523_ABJL02000007_646_rev
20527_DS572678	10948	12375	ala|gly	k76	20527_DS572678_12_rev
20549_DS981517	319396	320418	ala	k77	20549_DS981517_279_fwd
20549_DS981517	510632	512086	ala	k78	20549_DS981517_449_fwd
20549_DS981517	1135375	1136772	ala	k79	20549_DS981517_1039_fwd
21051_ACCL02000012	21155	22555	ala	k80	21051_ACCL02000012_24_fwd
220577_NZ_AVQI01000084	159166	160650	ala	k81	220577_NZ_AVQI01000084_147_fwd
220930_NZ_AWET01000020	14450	15760	ala	k82	220930_NZ_AWET01000020_18_fwd
220932_NZ_AWEY01000007	161916	163403	ala	k83	220932_NZ_AWEY01000007_146_fwd
220932_NZ_AWEY01000032	65261	66661	ala	k84	220932_NZ_AWEY01000032_50_fwd
221192_NZ_AWEZ01000006	20297	21769	ala	k85	221192_NZ_AWEZ01000006_18_fwd
221259_NZ_AWPI01000109	220489	221913	ala	k86	221259_NZ_AWPI01000109_210_rev
221260_NZ_AWPJ01000177	13732	15177	ala|gly	k87	221260_NZ_AWPJ01000177_14_fwd
221594_NZ_ACVN02000035	25640	27022	ala	k88	221594_NZ_ACVN02000035_22_rev
221594_NZ_ACVN02000087	2272	3618	cys	k89	221594_NZ_ACVN02000087_3_fwd
221594_NZ_ACVN02000123	4681	5814	cys	k90	221594_NZ_ACVN02000123_5_rev
221594_NZ_ACVN02000123	7549	8916	cys	k90	221594_NZ_ACVN02000123_5_rev
221594_NZ_ACVN02000145	15261	16493	d-cys	k91	221594_NZ_ACVN02000145_13_fwd
221594_NZ_ACVN02000145	23233	24405	cys	k91	221594_NZ_ACVN02000145_16_fwd
221594_NZ_ACVN02000145	27445	28926	cys	k91	221594_NZ_ACVN02000145_16_fwd
221594_NZ_ACVN02000330	11975	12901	cys	k92	221594_NZ_ACVN02000330_8_rev
221610_NZ_AWGW01000025	105852	107246	ala	k93	221610_NZ_AWGW01000025_99_fwd
27821_DS996911	15520	16998	ala	k94	27821_DS996911_16_rev
27821_DS996911	319031	320545	dhb|sal	k95	27821_DS996911_330_fwd
27821_DS996913	157946	159331	ala	k96	27821_DS996913_166_rev
27825_DS996921	1612774	1614231	ala	k97	27825_DS996921_1627_fwd
27827_DS995511	879747	881225	ala	k98	27827_DS995511_709_rev
27831_DS995532	139726	141204	ala	k99	27831_DS995532_121_fwd
28653_GG697143	114785	116200	dhb|sal	k100	28653_GG697143_98_rev
28659_DS995606	25207	26622	ala	k101	28659_DS995606_21_fwd
28659_DS995606	29599	30966	thr	k101	28659_DS995606_21_fwd
28659_DS995606	34946	36286	cys	k101	28659_DS995606_24_fwd
28659_DS995606	39296	40723	thr	k101	28659_DS995606_24_fwd
28663_GG704864	335922	337391	ser	k102	28663_GG704864_305_fwd
28665_GG730299	1450737	1452173	dhb|sal	k103	28665_GG730299_1346_fwd
28665_GG730299	2251300	2252745	dhb|sal	k104	28665_GG730299_2072_fwd
28665_GG730299	2277578	2279089	ser	k105	28665_GG730299_2095_rev
28999_GG663519	81943	83376	ala	k106	28999_GG663519_86_rev
29299_GG705265	158845	160290	ala	k107	29299_GG705265_154_rev
29303_GG704759	25409	26794	ala	k108	29303_GG704759_23_fwd
29303_GG704759	1404700	1406214	dhb|sal	k109	29303_GG704759_1337_rev
29303_GG704759	1701543	1703021	ala	k110	29303_GG704759_1642_fwd
29307_GG692710	824793	826277	ala	k111	29307_GG692710_761_rev
30007_DS996456	372983	374497	ala	k112	30007_DS996456_363_fwd
30023_JH414449	2655	4118	ala	k113	30023_JH414449_2_fwd
30023_JH414480	25286	26755	dhb|sal	k114	30023_JH414480_20_fwd
30023_JH414486	84134	85573	dhb|sal	k115	30023_JH414486_78_rev
30023_JH414493	27319	28866	d-cys	k116	30023_JH414493_28_fwd
30023_JH414493	31566	32441	cys	k116	30023_JH414493_29_fwd
30025_GG703858	72613	74046	ala	k117	30025_GG703858_71_rev
30027_EQ973490	70917	72395	ala	k118	30027_EQ973490_51_fwd
30027_EQ973490	1761719	1763242	dhb|sal	k119	30027_EQ973490_1187_rev
30027_EQ973495	42609	44021	ala	k120	30027_EQ973495_41_fwd
30067_DS990262	446749	448176	ile	k121	30067_DS990262_384_rev
30067_DS990262	605786	607156	ala	k122	30067_DS990262_515_fwd
30067_DS990264	118904	120310	dhb|sal	k123	30067_DS990264_101_rev
30067_DS990266	2269	3513	d-cys	k124	none
30067_DS990266	5393	6838	cys	k124	30067_DS990266_1_rev
30067_DS990266	8578	10020	dhb|sal	k124	30067_DS990266_2_rev
30071_DS990369	181150	182565	ala	k125	30071_DS990369_169_rev
30075_DS990441	127893	128936	ala	k126	30075_DS990441_127_fwd
30361_GG657556	208915	210249	ala	k127	30361_GG657556_195_rev
30361_GG657556	211930	212373	ala	k127	30361_GG657556_195_rev
30371_EQ973649	1924	3402	ala	k128	30371_EQ973649_2_rev
30469_ACDY02000016	8249	9712	ala	k129	30469_ACDY02000016_8_rev
30473_ACEN01000094	12358	13809	ala	k130	30473_ACEN01000094_14_fwd
30475_ACEQ02000009	43512	44984	ala	k131	30475_ACEQ02000009_37_fwd
30477_ACDX02000001	47739	49193	ala	k132	30477_ACDX02000001_42_fwd
30479_ADBE01000055	8969	10441	ala	k133	30479_ADBE01000055_6_rev
30481_ACKO02000007	110260	111714	ala	k134	30481_ACKO02000007_123_fwd
30483_ACEO02000001	283816	285162	ala	k135	30483_ACEO02000001_276_rev
30483_ACEO02000012	88590	90041	ala	k136	30483_ACEO02000012_90_fwd
30487_ACDZ02000014	177785	179209	ala	k137	30487_ACDZ02000014_177_fwd
30489_GG698598	405929	407341	dhb|sal	k138	30489_GG698598_355_fwd
30493_EQ973317	680950	682389	ala	k139	30493_EQ973317_655_fwd
30623_GG668923	74669	76093	ala	k140	30623_GG668923_80_fwd
30627_CP003583	755228	756643	ala	k141	30627_CP003583_726_fwd
30641_GG669820	35777	37192	ala	k142	30641_GG669820_35_fwd
30643_CP002844	1443829	1445247	ala	k143	30643_CP002844_1408_rev
30645_GL397173	2020731	2022158	ala|gly	k144	30645_GL397173_1964_rev
30753_KE161030	729228	730559	pro	k145	30753_KE161030_686_rev
30771_EQ973328	371502	372908	ser	k146	30771_EQ973328_327_rev
30771_EQ973328	744623	745969	thr	k147	30771_EQ973328_663_fwd
30771_EQ973328	748621	749955	ala	k147	30771_EQ973328_665_fwd
30949_GG665952	30870	32390	dhb|sal	k148	30949_GG665952_26_fwd
30949_GG665958	81128	82555	thr	k149	30949_GG665958_72_rev
30951_GG666061	6220	7452	cys	k150	30951_GG666061_5_fwd
30953_GL379781	514174	515625	ala	k151	30953_GL379781_452_rev
30953_GL379781	601193	602671	dhb|sal	k152	30953_GL379781_545_rev
30953_GL379781	963626	965062	ala	k153	30953_GL379781_889_rev
30953_GL379783	276688	278115	ala	k154	30953_GL379783_260_fwd
30955_GL542878	206786	208246	orn	k155	30955_GL542878_171_fwd
30955_GL542879	32329	33738	ala	k156	30955_GL542879_28_rev
30997_ABZV01000005	165675	167144	ala	k157	30997_ABZV01000005_153_rev
31007_ABZU01000002	303768	305339	ala	k158	31007_ABZU01000002_281_fwd
31007_ABZU01000003	88125	89552	ala	k159	31007_ABZU01000003_76_fwd
31007_ABZU01000006	96658	98052	cys	k160	31007_ABZU01000006_92_rev
31009_ACVP01000037	43876	45285	ala	k161	31009_ACVP01000037_36_rev
31011_ACSH02000002	330117	331523	ser	k162	31011_ACSH02000002_294_rev
31013_ACFR01000001	9159	10613	ala	k163	31013_ACFR01000001_9_fwd
31013_ACFR01000002	93435	94826	ala|gly	k164	31013_ACFR01000002_87_rev
31013_ACFR01000006	36009	37460	val	k165	31013_ACFR01000006_34_fwd
31013_ACFR01000006	39081	40505	bmt	k165	31013_ACFR01000006_34_fwd
31017_ACFU01000014	42995	44458	ala	k166	31017_ACFU01000014_38_rev
31017_ACFU01000058	568	1959	ala	k167	31017_ACFU01000058_1_fwd
31019_ACVQ01000028	48507	49958	ala	k168	31019_ACVQ01000028_42_fwd
31203_GL531761	1864281	1865714	ala	k169	31203_GL531761_2111_fwd
31205_GL545251	724830	726122	ala	k170	31205_GL545251_744_rev
31205_GL545251	1187127	1188527	ala	k171	31205_GL545251_1263_rev
31335_ACYI01000043	19806	21335	dhb|sal	k172	31335_ACYI01000043_23_fwd
31335_ACYI01000068	39731	40786	ala	k173	31335_ACYI01000068_33_fwd
31383_CP002122	1508665	1510161	ala	k174	31383_CP002122_1210_rev
31387_ACLQ01000034	25917	27398	dhb|sal	k175	31387_ACLQ01000034_23_rev
31405_ACVO01000001	35720	37264	ser	k176	31405_ACVO01000001_26_fwd
31415_ACOX02000002	178504	179928	ala	k177	31415_ACOX02000002_175_fwd
31433_GG666309	22187	23431	cys	k178	31433_GG666309_12_rev
31433_GG666311	7408	8643	cys	k179	31433_GG666311_6_fwd
31435_ACGK02000001	461876	463360	ala	k180	31435_ACGK02000001_373_fwd
31439_GG770746	272460	273926	ala	k181	31439_GG770746_228_fwd
31439_GG770750	153692	155104	ala	k182	31439_GG770750_138_rev
31441_GG770711	576629	578095	ala	k183	31441_GG770711_488_fwd
31441_GG770713	370939	372351	ala	k184	31441_GG770713_354_fwd
31443_GG666995	121133	122527	ala	k185	31443_GG666995_92_rev
31445_GG700813	113179	114639	orn	k186	31445_GG700813_104_rev
31445_GG700813	117595	119010	thr	k186	31445_GG700813_104_rev
31445_GG700813	122173	123573	ala	k186	31445_GG700813_104_rev
31445_GG700815	43299	44726	ala	k187	31445_GG700815_37_fwd
31445_GG700818	120321	121676	ala	k188	31445_GG700818_109_fwd
31447_GG667193	202857	204167	ala	k189	31447_GG667193_184_rev
31449_GG667521	271437	272822	ala	k190	31449_GG667521_255_rev
31451_ACLH01000018	3122	4276	ala	k191	31451_ACLH01000018_5_fwd
31451_ACLH01000032	1904	3277	ala	k192	31451_ACLH01000032_3_fwd
31451_ACLH01000048	41005	42444	ala	k193	31451_ACLH01000048_34_rev
31457_GG668821	374436	375860	ala	k194	31457_GG668821_352_rev
31459_GG668755	112796	114220	ala	k195	31459_GG668755_132_fwd
31461_GG669017	72456	73880	ala	k196	31461_GG669017_79_fwd
31463_GG669062	69398	70813	ala	k197	31463_GG669062_70_fwd
31465_ACLK02000003	212390	213829	thr	k198	31465_ACLK02000003_201_rev
31467_GG669095	37373	38761	val	k199	31467_GG669095_34_fwd
31467_GG669095	51792	53225	ser	k199	31467_GG669095_40_fwd
31467_GG669095	54693	56132	ala	k199	31467_GG669095_40_fwd
31467_GG669095	61169	62572	gly	k199	31467_GG669095_42_fwd
31467_GG669095	76953	78341	asn	k199	31467_GG669095_47_fwd
