AKVE01000006.1_89_580_971	ENS	athr|thr
AKVE01000006.1_212_480_866	ENS	lys
AKVE01000006.1_219_532_933	ENS	ala
AKVE01000006.1_222_869_1275	ENS	ala
AKVE01000006.1_902_96_551	ENS	b-ala
AKVE01000007.1_261_84_533	ENS	ala
AKVE01000007.1_1047_4_211	ENS	alaninol
AKVE01000007.1_1048_1578_1724	ENS	ala
AKVE01000007.1_1048_67_458	ENS	ala
AKVE01000007.1_1049_488_880	ENS	phe
AKVE01000007.1_1049_1995_2398	ENS	thr
AKVE01000007.1_1678_1559_1967	ENS	thr
AKVE01000007.1_1678_486_894	ENS	thr
AKVE01000007.1_2360_78_161	ENS	ala
AKVE01000007.1_2360_169_456	ENS	ala
AKVE01000007.1_2512_565_867	ENS	ala
AKUR01000003.1_61_78_161	ENS	ala
AKUR01000003.1_61_169_456	ENS	ala
AKUR01000003.1_214_565_867	ENS	ala
AKUR01000009.1_150_515_905	ENS	ala
AKUR01000009.1_151_484_885	ENS	ala
AKUR01000009.1_152_580_971	ENS	athr|thr
AKUR01000010.1_17_480_866	ENS	lys
AKUR01000010.1_24_532_933	ENS	ala
AKUR01000010.1_27_869_1275	ENS	ala
AKUR01000011.1_522_96_551	ENS	b-ala
AKUR01000012.1_187_67_459	ENS	ala
AKUR01000012.1_187_1564_1954	ENS	ala|gly
AKUR01000012.1_239_84_533	ENS	ala
AKUR01000012.1_972_1188_1227	ENS	ala
AKUR01000012.1_972_67_458	ENS	ala
AKUR01000012.1_973_1995_2398	ENS	thr
AKUR01000012.1_973_488_880	ENS	phe
AKUR01000012.1_1579_66_474	ENS	thr
AKUR01000012.1_1579_1139_1547	ENS	thr
AKUR01000012.1_1580_3050_3440	ENS	phe
AKUR01000012.1_1580_5600_5992	ENS	tyr
AKUR01000012.1_1580_6659_7053	ENS	leu
AKUR01000012.1_1580_1994_2383	ENS	ala
AKUR01000012.1_1580_4544_4934	ENS	athr|thr
AKUR01000012.1_1580_486_891	ENS	thr
AKVF01000001.1_276_78_160	ENS	ala
AKVF01000001.1_276_167_456	ENS	ala
AKVF01000001.1_428_494_867	ENS	ala
AKVF01000003.1_1283_515_905	ENS	ala
AKVF01000003.1_1284_484_885	ENS	ala
AKVF01000003.1_1285_580_971	ENS	athr|thr
AKVF01000004.1_175_480_866	ENS	lys
AKVF01000005.1_926_1564_1954	ENS	ala|gly
AKVF01000005.1_926_67_459	ENS	ala
AKVF01000005.1_1797_1578_1975	ENS	ala
AKVF01000005.1_1797_67_458	ENS	ala
AKVF01000005.1_1798_277_669	ENS	phe
AKVF01000005.1_1798_1784_2187	ENS	thr
AKVF01000005.1_2356_1139_1547	ENS	thr
AKVF01000005.1_2356_66_474	ENS	thr
AKVF01000005.1_2357_5600_5992	ENS	tyr
AKVF01000005.1_2357_4544_4934	ENS	thr
AKVF01000005.1_2357_1994_2383	ENS	ala
AKVF01000005.1_2357_6659_7053	ENS	leu
AKVF01000005.1_2357_3050_3440	ENS	phe
AKVF01000005.1_2357_486_891	ENS	thr
AKVF01000005.1_2708_580_971	ENS	athr|thr
AKVF01000005.1_2709_484_885	ENS	ala
AKVF01000005.1_2710_515_905	ENS	ala
AKVD01000002.1_182_480_866	ENS	lys
AKVD01000002.1_189_532_933	ENS	ala
AKVD01000002.1_192_869_1275	ENS	ala
AKVD01000003.1_246_78_161	ENS	ala
AKVD01000003.1_246_169_456	ENS	ala
AKVD01000003.1_398_565_867	ENS	ala
AKVD01000004.1_117_515_905	ENS	ala
AKVD01000004.1_118_484_885	ENS	ala
AKVD01000004.1_119_580_971	ENS	athr|thr
AKVD01000005.1_508_96_551	ENS	b-ala
AKVD01000006.1_261_84_533	ENS	ala
AKVD01000006.1_1047_4_211	ENS	alaninol
AKVD01000006.1_1048_67_458	ENS	ala
AKVD01000006.1_1048_1578_1724	ENS	ala
AKVD01000006.1_1049_1995_2398	ENS	thr
AKVD01000006.1_1049_488_880	ENS	phe
AKVD01000006.1_1678_1559_1967	ENS	thr
AKVD01000006.1_1678_486_894	ENS	thr
AKVA01000002.1_32_169_456	ENS	ala
AKVA01000002.1_32_78_161	ENS	ala
AKVA01000002.1_185_565_867	ENS	ala
AKVA01000007.1_54_515_905	ENS	ala
AKVA01000007.1_55_484_885	ENS	ala
AKVA01000007.1_56_580_971	ENS	athr|thr
AKVA01000007.1_179_480_866	ENS	lys
AKVA01000007.1_186_532_933	ENS	ala
AKVA01000007.1_189_869_1275	ENS	ala
AKVA01000008.1_105_565_867	ENS	ala
AKVA01000009.1_114_96_551	ENS	b-ala
AKVA01000010.1_375_1564_1954	ENS	ala|gly
AKVA01000010.1_375_67_459	ENS	ala
AKVA01000010.1_427_84_533	ENS	ala
AKVA01000011.1_353_1486_1883	ENS	ala
AKVA01000011.1_353_2_366	ENS	ala
AKVA01000011.1_354_1995_2398	ENS	thr
AKVA01000011.1_354_488_880	ENS	phe
AKVA01000011.1_954_486_894	ENS	thr
AKVA01000011.1_954_1559_1967	ENS	thr
AKVA01000012.1_1_1574_1963	ENS	ala
AKVA01000012.1_1_4124_4514	ENS	athr|thr
AKVA01000012.1_1_66_471	ENS	thr
AKVA01000012.1_1_2630_3020	ENS	phe
AKVA01000012.1_1_5180_5572	ENS	tyr
AKVA01000012.1_1_6239_6633	ENS	leu
AKVC01000005.1_847_515_905	ENS	ala
AKVC01000005.1_848_484_885	ENS	ala
AKVC01000005.1_849_580_971	ENS	athr|thr
AKVC01000005.1_972_480_866	ENS	lys
AKVC01000005.1_979_532_933	ENS	ala
AKVC01000006.1_124_78_161	ENS	ala
AKVC01000006.1_124_169_456	ENS	ala
AKVC01000006.1_277_565_867	ENS	ala
AKVC01000006.1_823_96_551	ENS	b-ala
AKVC01000009.1_99_1564_1954	ENS	ala|gly
AKVC01000009.1_99_67_459	ENS	ala
AKVC01000009.1_151_84_533	ENS	ala
AKVC01000010.1_327_67_458	ENS	ala
AKVC01000010.1_327_1578_1975	ENS	ala
AKVC01000010.1_328_488_880	ENS	phe
AKVC01000010.1_328_1995_2398	ENS	thr
AKVC01000010.1_928_1139_1547	ENS	thr
AKVC01000010.1_928_66_474	ENS	thr
AKVC01000010.1_929_5600_5992	ENS	tyr
AKVC01000010.1_929_1994_2383	ENS	ala
AKVC01000010.1_929_3050_3440	ENS	phe
AKVC01000010.1_929_6659_7053	ENS	leu
AKVC01000010.1_929_486_891	ENS	thr
AKVC01000010.1_929_4544_4934	ENS	athr|thr
AKUT01000008.1_88_515_905	ENS	ala
AKUT01000008.1_89_484_885	ENS	ala
AKUT01000008.1_90_580_971	ENS	athr|thr
AKUT01000010.1_174_869_1275	ENS	ala
AKUT01000010.1_177_532_933	ENS	ala
AKUT01000010.1_184_480_866	ENS	lys
AKUT01000010.1_610_78_161	ENS	ala
AKUT01000010.1_610_169_456	ENS	ala
AKUT01000010.1_762_565_867	ENS	ala
AKUT01000010.1_1247_96_551	ENS	b-ala
AKUT01000010.1_1672_84_533	ENS	ala
AKUT01000010.1_2459_4_211	ENS	alaninol
AKUT01000010.1_2460_1578_1724	ENS	ala
AKUT01000010.1_2460_67_458	ENS	ala
AKUT01000010.1_2461_488_880	ENS	phe
AKUT01000010.1_2461_1995_2398	ENS	thr
AKUT01000010.1_3090_486_894	ENS	thr
AKUT01000010.1_3090_1559_1967	ENS	thr
AKUU01000005.1_136_515_905	ENS	ala
AKUU01000005.1_137_484_885	ENS	ala
AKUU01000005.1_138_580_971	ENS	athr|thr
